"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"113",5,5,4,3,TRUE,4,5,5,4,"579","64d6b161e0241d66164d55e9","Teleological",9,5,"To understand what the self-driving car would do next.","Male","45-54 years old","5b134a12bd9c31000156d4e2","Male","35-44 years old"
"114",3,4,4,1,FALSE,3,3,3,3,"581","63d8b9a4a0e4ef51052ed449","Teleological",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"115",4,4,5,2,TRUE,4,3,4,3,"581","6488e429e530a1949174c9f4","Teleological",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"116",4,4,5,1,TRUE,4,5,4,4,"581","636212999d9d4a04989c95e9","Teleological",9,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"117",5,5,4,2,FALSE,5,5,5,5,"581","55bc1119fdf99b5693f3ec47","Teleological",9,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"118",5,5,5,2,FALSE,4,4,4,4,"581","60b18fbfb6c5d8edfaa5bed0","Teleological",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"119",5,4,5,3,TRUE,4,4,5,3,"581","64d6b161e0241d66164d55e9","Teleological",9,5,"To understand what the self-driving car would do next.","Male","45-54 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"120",4,3,3,1,FALSE,3,3,3,4,"584","63d8b9a4a0e4ef51052ed449","Teleological",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5a93148c89de8200013eb792","Male","18-24 years old"
"121",5,4,1,1,TRUE,5,4,5,5,"584","6447c5bcb9daeaff1ab6b56c","Teleological",9,1,"To know that I understand the self-driving car correctly.","Female","45-54 years old","5a93148c89de8200013eb792","Male","18-24 years old"
"122",3,1,1,0,FALSE,1,1,1,1,"584","65368c3a27f9818abb93b30f","Teleological",9,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","5a93148c89de8200013eb792","Male","18-24 years old"
"123",4,4,4,1,TRUE,5,4,4,5,"584","6450fec9aaeeb9567886560c","Teleological",9,4,"To know what the self-driving car would have done if something had been different.","Female","55-64 years old","5a93148c89de8200013eb792","Male","18-24 years old"
"124",3,1,1,0,FALSE,3,3,3,3,"584","646f48e697286b05e29ad0d4","Teleological",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","55-64 years old","5a93148c89de8200013eb792","Male","18-24 years old"
"125",3,3,4,1,TRUE,4,3,3,3,"587","63d8b9a4a0e4ef51052ed449","Mechanistic",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"126",4,4,4,2,TRUE,4,4,4,4,"587","654330ed45a4782f4794ff49","Mechanistic",9,2,"To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"127",4,5,3,2,FALSE,4,4,4,4,"587","55bc1119fdf99b5693f3ec47","Mechanistic",9,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"128",5,5,5,2,FALSE,4,3,2,3,"587","60b18fbfb6c5d8edfaa5bed0","Mechanistic",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"129",2,4,5,1,FALSE,4,4,4,3,"587","5c6d6ed7031a7c0001908352","Mechanistic",9,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"130",3,3,4,1,TRUE,3,3,3,4,"606","63d8b9a4a0e4ef51052ed449","Mechanistic",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"131",3,2,3,1,TRUE,3,2,3,2,"606","6488e429e530a1949174c9f4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"132",3,5,5,2,TRUE,2,1,2,3,"606","65368c3a27f9818abb93b30f","Mechanistic",9,3,"I was surprised by the self-driving car's actions and want to know what I missed.","Female","55-64 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"133",5,5,3,1,TRUE,5,4,4,5,"606","654086b56a45118a32fe4f51","Mechanistic",9,4,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"134",4,4,4,2,TRUE,4,4,4,3,"606","60e93525447d5e9ac6ebbd55","Mechanistic",9,3,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","5ab6cbbbf69e940001d8e446","Female","55-64 years old"
"135",2,3,3,1,TRUE,3,4,3,3,"607","63d8b9a4a0e4ef51052ed449","Mechanistic",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"136",5,5,5,1,FALSE,4,5,4,4,"607","6488e429e530a1949174c9f4","Mechanistic",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"137",5,5,5,0,FALSE,4,5,5,4,"607","636212999d9d4a04989c95e9","Mechanistic",9,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"138",3,4,4,2,TRUE,2,4,4,3,"607","6450fec9aaeeb9567886560c","Mechanistic",9,4,"To know what the self-driving car would have done if something had been different.","Female","55-64 years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"139",5,5,5,1,FALSE,3,4,2,3,"607","60b18fbfb6c5d8edfaa5bed0","Mechanistic",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","64135be5ff706a3ee3b4425d","Male","25-34 years old"
"140",4,3,3,1,TRUE,3,4,3,3,"617","63d8b9a4a0e4ef51052ed449","Counterfactual",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"141",4,5,4,0,TRUE,4,3,4,4,"617","6469dc3806780b7f9bbefc5c","Counterfactual",9,5,"To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","65+ years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"142",3,3,2,1,TRUE,3,3,3,3,"617","55bc1119fdf99b5693f3ec47","Counterfactual",9,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"143",5,5,4,1,TRUE,2,2,2,2,"617","60b18fbfb6c5d8edfaa5bed0","Counterfactual",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"144",4,5,3,1,TRUE,4,3,4,3,"617","63e51c6b462cfa8a42eba8b2","Counterfactual",9,2,"To know why the self-driving car did not make some other decision.","Male","35-44 years old","5aee59100ccc2e000185937c","Female","35-44 years old"
"145",4,3,2,1,TRUE,3,3,4,4,"623","63d8b9a4a0e4ef51052ed449","Counterfactual",9,3,"To know that I understand the self-driving car correctly.","Female","25-34 years old","62827896d034545333f4610c","Female","55-64 years old"
"146",1,3,1,1,TRUE,2,3,1,2,"623","6488e429e530a1949174c9f4","Counterfactual",9,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.","Male","55-64 years old","62827896d034545333f4610c","Female","55-64 years old"
"147",3,5,4,1,FALSE,4,3,5,5,"623","6361a8a745dd1d5d6f192d36","Counterfactual",9,3,"To know why the self-driving car did not make some other decision.","Male","35-44 years old","62827896d034545333f4610c","Female","55-64 years old"
"148",3,3,3,3,TRUE,4,4,4,4,"623","5f565f889df06007662eaa84","Counterfactual",9,2,"To understand what the self-driving car would do next.","Female","45-54 years old","62827896d034545333f4610c","Female","55-64 years old"
"149",5,3,3,1,TRUE,2,2,2,2,"623","60b18fbfb6c5d8edfaa5bed0","Counterfactual",9,1,"To know that I understand the self-driving car correctly.","Female","65+ years old","62827896d034545333f4610c","Female","55-64 years old"
"150",4,3,4,2,TRUE,4,4,4,3,"623","60e93525447d5e9ac6ebbd55","Counterfactual",9,3,"To know what the self-driving car would have done if something had been different.","Male","18-24 years old","62827896d034545333f4610c","Female","55-64 years old"
"151",3,1,5,1,TRUE,5,5,5,5,"832","5dba287f9653e80734e335d7","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"152",5,1,5,2,TRUE,5,5,5,5,"832","63d2ecd25e1f8ee0f3e4a4bb","Teleological",13,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"153",5,1,5,2,TRUE,5,5,5,5,"832","5d57a69c72ba1700184edd85","Teleological",13,2,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.","Male","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"154",2,1,4,1,FALSE,5,4,4,4,"832","5af12b37aec2b600010a8f4c","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"155",4,1,5,2,TRUE,5,3,5,4,"832","5cb780117c68990016026fcf","Teleological",13,2,"To know that I understand the self-driving car correctly.","Male","25-34 years old","55b6a2e5fdf99b350d57360e","Female","35-44 years old"
"156",5,1,1,0,TRUE,1,1,1,1,"838","5dba287f9653e80734e335d7","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"157",4,1,1,1,FALSE,2,2,2,3,"838","65106bf7a9c412896826466b","Teleological",13,2,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"158",5,1,1,1,FALSE,4,4,4,4,"838","64707fd9bca46372e3a80468","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"159",5,1,1,0,TRUE,1,2,1,1,"838","5af12b37aec2b600010a8f4c","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","35-44 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"160",3,4,4,1,FALSE,2,2,4,4,"838","63f3727c6e41f63c9b2a6f1f","Teleological",13,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","45-54 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"161",5,1,1,0,FALSE,1,2,1,1,"838","5cb780117c68990016026fcf","Teleological",13,2,"To know that I understand the self-driving car correctly.","Male","25-34 years old","5588d532fdf99b304ee567b9","Male","25-34 years old"
"162",5,1,2,0,TRUE,1,1,1,1,"841","5dba287f9653e80734e335d7","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","647be991db1ffbd6bbcc5bc6","Male","25-34 years old"
"163",5,1,2,1,FALSE,1,1,2,1,"841","5d57a69c72ba1700184edd85","Teleological",13,2,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.","Male","25-34 years old","647be991db1ffbd6bbcc5bc6","Male","25-34 years old"
"164",5,1,5,1,FALSE,4,4,4,4,"841","64707fd9bca46372e3a80468","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","647be991db1ffbd6bbcc5bc6","Male","25-34 years old"
"165",5,1,1,1,FALSE,1,2,1,2,"841","5e1bfb604231d840ef7103d8","Teleological",13,5,"To know that I understand the self-driving car correctly.","Male","35-44 years old","647be991db1ffbd6bbcc5bc6","Male","25-34 years old"
"166",4,3,4,1,TRUE,4,5,4,4,"841","63f3727c6e41f63c9b2a6f1f","Teleological",13,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","45-54 years old","647be991db1ffbd6bbcc5bc6","Male","25-34 years old"
"167",3,1,3,1,FALSE,2,1,2,2,"841","5cc53bef8d2a1e000185c3a4","Teleological",13,1,"To know that I understand the self-driving car correctly.","Female","35-44 years old","647be991db1ffbd6bbcc5bc6","Male","25-34 years old"
"168",3,4,2,0,TRUE,1,1,1,3,"843","5dba287f9653e80734e335d7","Teleological",13,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","63d7e54a90879dee84dffb32","Female","45-54 years old"
